HomeTeam_AwayTeam_Match_ID,Date,HomeTeamWinOdd,HomeTeamDrawOdd,HomeTeamLoseOdd,BtsYes,BtsNo,Over_05,Under_05,Over_15,Under_15,Over_25,Under_25,Over_35,Under_35,Over_45,Under_45,Over_55,Under_55,Over_65,Under_65,HandiCap_min3_W,HandiCap_min2_W,HandiCap_min1_W,HandiCap_plus1_W,HandiCap_plus2_W,HandiCap_plus3_W,HandiCap_min3_D,HandiCap_min2_D,HandiCap_min1_D,HandiCap_plus1_D,HandiCap_plus2_D,HandiCap_plus3_D,HandiCap_min3_L,HandiCap_min2_L,HandiCap_min1_L,HandiCap_plus1_L,HandiCap_plus2_L,HandiCap_plus3_Ls,p,a,i,n,-,b,r,a,z,i,l,-,v,c,A,M,V,e,7,C,26 Mar 2024,2.45,3.40,2.83,1.78,2.01,1.06,1.33,2.03,3.55,6.89,14.20,34.00,9.36,3.34,1.81,1.30,1.10,1.03,1.01,-,11.90,4.94,1.41,1.12,-,-,6.93,3.94,4.26,8.50,-,-,1.17,1.54,6.22,17.00,-
romania-slovenia-WOK820QQ,17 Nov 2022,2.65,3.13,2.77,1.93,1.82,1.09,1.41,2.30,4.25,8.95,16.88,41.00,7.54,2.87,1.62,1.22,1.06,1.01,1.00,35.50,14.50,5.50,1.41,1.11,1.01,14.50,7.50,4.24,4.35,7.95,20.00,1.02,1.12,1.47,6.15,16.00,46.00
jordan-spain-GrP6LNPi,17 Nov 2022,22.13,8.12,1.13,2.81,1.41,1.02,1.18,1.58,2.45,4.27,8.17,17.05,13.20,4.79,2.36,1.54,1.21,1.08,1.02,,,,6.20,2.62,1.60,,,,4.07,3.78,4.50,,,,1.42,2.16,3.76
morocco-georgia-lbIukoWQ,17 Nov 2022,1.75,3.45,5.10,2.09,1.71,1.08,1.41,2.26,4.22,8.52,15.68,46.00,8.05,2.86,1.63,1.22,1.07,1.02,1.00,19.00,6.88,3.19,1.15,1.01,,10.00,5.14,3.35,6.17,16.00,,1.06,1.29,2.02,12.80,41.00,
tajikistan-russia-U1utLvKs,17 Nov 2022,7.78,4.32,1.43,2.13,1.66,1.04,1.29,1.90,3.18,5.84,10.93,-,8.94,3.42,1.87,1.32,1.11,1.03,-,,,18.00,2.72,1.57,1.19,,,6.80,3.42,4.24,6.35,,,1.08,2.21,4.17,8.90
ghana-switzerland-Ugyhwgj1,17 Nov 2022,5.04,3.47,1.76,2.10,1.69,1.08,1.40,2.24,4.13,8.40,15.10,41.00,7.86,2.89,1.64,1.22,1.07,1.02,1.00,,46.00,12.00,2.01,1.28,1.07,,17.00,5.79,3.38,5.07,9.50,,1.01,1.18,3.26,7.26,16.00
albania-italy-ABg6R1vA,16 Nov 2022,6.49,3.68,1.59,2.20,1.63,1.07,1.38,2.19,3.95,7.82,16.06,41.00,8.08,3.03,1.67,1.24,1.08,1.02,1.00,,,19.00,2.43,1.45,1.15,,,7.50,3.29,4.44,6.75,,,1.10,2.59,5.14,11.13
mexico-sweden-ljnWqwlC,16 Nov 2022,2.15,3.25,3.57,2.01,1.77,1.09,1.43,2.33,4.40,9.01,18.94,51.00,7.60,2.80,1.60,1.21,1.06,1.01,1.00,29.00,9.98,4.28,1.28,1.06,,14.00,6.08,3.66,4.81,11.00,,1.04,1.19,1.67,8.54,25.00,
andorra-austria-jsDmtlmq,16 Nov 2022,38.65,10.17,1.07,3.53,1.29,1.02,1.14,1.46,2.14,3.58,6.44,11.87,14.50,5.58,2.67,1.68,1.29,1.11,1.04,,,,8.00,3.35,1.92,,,,4.94,4.01,4.31,,,,1.27,1.78,2.93
czech-republic-faroe-islands-fctYsty4,16 Nov 2022,1.14,7.70,19.21,2.48,1.51,1.02,1.16,1.52,2.31,3.93,7.28,14.83,14.00,5.17,2.49,1.60,1.24,1.09,1.03,3.80,2.22,1.43,,,,4.62,3.81,4.10,,,,1.58,2.56,5.84,,,
oman-germany-80pxs0jA,16 Nov 2022,25.61,10.67,1.08,2.32,1.57,1.01,1.08,1.29,1.74,2.63,4.51,8.01,21.75,7.83,3.52,2.07,1.47,1.19,1.08,,,,7.20,3.31,1.97,,,,5.18,4.24,4.39,,,,1.29,1.74,2.73
poland-chile-4j2cY1t3,16 Nov 2022,2.30,3.10,3.31,2.08,1.71,1.10,1.48,2.46,4.73,9.63,17.50,51.00,6.90,2.61,1.53,1.18,1.05,1.01,1.00,31.00,11.60,4.77,1.29,1.05,,14.00,6.28,3.71,4.66,10.50,,1.02,1.15,1.61,8.08,23.00,
turkey-scotland-2kYH0MNK,16 Nov 2022,2.03,3.39,3.69,1.87,1.88,1.07,1.35,2.08,3.73,7.38,15.46,37.50,8.80,3.20,1.74,1.27,1.09,1.02,1.00,23.00,8.62,3.83,1.26,1.05,,12.00,5.80,3.59,4.98,11.50,,1.05,1.22,1.75,8.36,25.00,
saudi-arabia-croatia-QThlfzjt,16 Nov 2022,5.21,3.44,1.74,2.13,1.68,,,,,,,,,,,,,,,,46.00,13.20,2.03,1.28,1.06,,17.00,6.08,3.32,5.12,10.50,,1.01,1.15,3.23,7.10,19.00
iran-russia-4MSpmuZh,10 Nov 2022,,,,,,-,-,-,-,-,,,-,-,-,-,-,,,,-,-,-,-,,,-,-,-,-,,,-,-,-,-,
qatar-albania-O8UPAZMj,09 Nov 2022,1.58,3.64,6.41,2.26,1.60,1.07,1.39,2.22,4.11,8.19,14.83,41.00,7.68,2.89,1.64,1.22,1.07,1.02,1.00,13.25,5.54,2.68,1.09,,,7.70,4.62,3.25,7.35,,,1.12,1.39,2.32,19.50,,
saudi-arabia-albania-WCpkCyQQ,26 Oct 2022,1.69,3.60,5.05,2.07,1.70,1.06,1.37,2.16,3.85,7.49,13.00,,7.89,2.92,1.68,1.23,1.07,1.02,,-,6.33,2.99,1.16,,,-,4.90,3.39,5.79,,,-,1.34,2.09,12.75,,
b-monchengladbach-ukraine-YBRGjPPm,11 May 2022,3.38,3.74,1.89,1.33,2.99,,1.10,1.34,1.72,2.53,4.73,6.50,,6.73,3.13,2.05,1.47,1.17,1.07,,,,-,,,,,,-,,,,,,-,,
france-south-africa-2JkaIvoH,29 Mar 2022,1.13,7.79,20.88,2.84,1.40,1.02,1.18,1.59,2.45,4.22,8.09,17.00,11.83,4.67,2.36,1.54,1.21,1.07,1.02,3.73,2.16,1.42,-,,,4.53,3.75,4.25,-,,,1.61,2.61,6.00,-,,
austria-scotland-O8r5Cjod,29 Mar 2022,2.18,3.21,3.49,1.95,1.81,1.07,1.40,2.24,4.04,8.31,21.00,41.00,7.54,2.86,1.64,1.22,1.06,1.01,1.00,-,9.73,4.20,1.28,-,,-,6.13,3.60,4.61,-,,-,1.20,1.66,8.40,-,
belgium-burkina-faso-xSbzCJ9C,29 Mar 2022,1.27,5.45,11.25,2.27,1.60,1.03,1.23,1.73,2.79,5.05,9.79,23.00,11.50,4.01,2.10,1.42,1.15,1.05,1.01,6.13,3.11,1.83,-,,,5.07,3.93,3.44,-,,,1.32,1.88,3.60,-,,
england-ivory-coast-dzEjp3Tk,29 Mar 2022,1.45,4.27,7.64,2.08,1.71,1.04,1.27,1.86,3.15,5.74,12.10,29.00,10.08,3.62,1.93,1.35,1.12,1.04,1.00,8.50,4.07,2.21,1.08,,,6.30,4.37,3.47,6.80,,,1.21,1.58,2.70,18.00,,
netherlands-germany-Uw3EgFQ6,29 Mar 2022,2.34,3.69,2.91,1.47,2.62,1.02,1.17,1.56,2.36,4.00,7.60,17.00,13.53,4.92,2.46,1.59,1.22,1.09,1.02,18.00,8.87,4.28,1.41,1.13,-,10.00,6.80,4.16,4.68,7.27,-,1.06,1.19,1.58,5.40,11.33,-
northern-ireland-hungary-boq8GIFT,29 Mar 2022,2.78,2.84,2.89,2.20,1.64,1.12,1.57,2.76,5.39,9.74,23.00,-,5.84,2.36,1.44,1.14,1.04,1.01,-,-,16.00,6.65,1.39,-,,-,6.80,3.97,4.07,-,,-,1.09,1.41,7.20,-,
spain-iceland-6JpyNEMb,29 Mar 2022,1.14,7.72,19.80,2.51,1.50,1.04,1.14,1.46,2.13,3.56,6.28,12.40,13.00,5.51,2.70,1.70,1.29,1.11,1.05,3.26,1.97,1.37,-,,,4.43,3.98,4.57,-,,,1.73,2.85,6.33,-,,
turkey-italy-Q5j4DZcg,29 Mar 2022,3.93,3.40,1.97,1.82,1.93,1.06,1.32,1.99,3.47,6.51,13.00,29.00,8.72,3.31,1.81,1.29,1.10,1.03,1.00,,-,8.53,1.76,1.22,-,,-,4.93,3.62,5.63,-,,-,1.26,3.76,8.40,-
germany-israel-4GTpzy7E,26 Mar 2022,1.15,8.77,15.41,1.84,1.92,1.00,1.07,1.27,1.71,2.58,4.29,7.71,21.00,8.69,3.74,2.13,1.50,1.21,1.08,3.19,1.98,1.39,1.02,,,4.68,4.36,4.93,13.00,,,1.75,2.74,5.55,32.00,,
netherlands-denmark-jgDK6KFN,26 Mar 2022,1.75,3.55,5.20,2.03,1.76,1.07,1.37,2.17,3.95,7.95,16.77,41.00,8.33,3.07,1.70,1.24,1.08,1.02,1.00,16.50,6.83,3.14,1.16,1.02,,9.10,5.10,3.38,6.25,13.50,,1.09,1.31,2.06,12.75,38.00,
spain-albania-C2hJhZuD,26 Mar 2022,1.18,6.93,18.31,2.80,1.42,1.04,1.22,1.73,2.84,5.25,9.97,22.00,12.08,4.08,2.11,1.42,1.15,1.05,1.02,5.23,2.68,1.62,1.02,,,4.88,3.72,3.58,10.00,,,1.40,2.16,4.77,45.00,,
england-switzerland-QDbvN2Wo,26 Mar 2022,1.65,3.69,5.87,2.10,1.71,1.07,1.36,2.15,3.89,8.01,17.02,41.00,8.45,3.05,1.71,1.25,1.08,1.02,1.00,14.25,5.98,2.83,1.13,1.02,,7.83,4.88,3.32,6.65,14.50,,1.12,1.38,2.22,14.75,45.50,
ireland-belgium-0fVZBxOp,26 Mar 2022,3.40,3.00,2.39,2.02,1.77,1.09,1.47,2.43,4.61,10.05,20.10,51.00,7.11,2.70,1.54,1.19,1.05,1.01,1.00,,23.00,8.23,1.55,1.14,1.02,,9.45,4.66,3.71,7.23,14.00,,1.07,1.30,5.15,12.25,34.50
finland-iceland-fqsXNf7h,26 Mar 2022,2.21,3.16,3.60,2.05,1.73,1.09,1.46,2.43,4.58,9.88,17.77,51.00,7.14,2.71,1.56,1.19,1.06,1.01,1.00,29.50,11.25,4.48,1.28,1.06,,13.00,6.60,3.68,4.74,9.65,,1.03,1.17,1.64,8.75,23.50,
croatia-slovenia-xljBNE5a,26 Mar 2022,1.51,4.02,7.13,2.18,1.66,1.06,1.34,2.06,3.65,7.15,15.28,34.00,9.21,3.27,1.78,1.28,1.09,1.02,1.00,10.70,4.80,2.43,1.09,1.01,,7.03,4.43,3.32,7.95,11.00,,1.15,1.50,2.56,21.00,45.00,
georgia-uzbekistan-lGuqHyOA,15 Nov 2021,2.31,3.12,3.33,1.98,1.80,1.08,1.43,2.34,4.39,9.12,19.00,51.00,7.60,2.73,1.60,1.21,1.07,1.02,1.00,29.00,11.00,4.71,1.32,1.09,1.01,17.00,6.53,3.65,4.65,10.00,19.00,1.04,1.15,1.59,7.45,21.00,29.00
czech-republic-kuwait-2uyWwPje,11 Nov 2021,1.21,6.60,13.87,2.30,1.58,1.03,1.18,1.59,2.44,4.21,8.13,19.00,12.38,4.68,2.36,1.54,1.21,1.07,1.02,4.59,2.53,1.61,1.02,-,,4.74,3.88,3.97,13.00,-,,1.46,2.22,4.41,26.00,-,
ukraine-bulgaria-Qe51fLBI,11 Nov 2021,1.37,4.75,8.94,2.20,1.65,1.04,1.28,1.87,3.13,5.77,12.32,27.50,10.27,3.61,1.95,1.35,1.12,1.03,1.01,8.00,3.82,2.08,1.05,1.01,,6.07,4.10,3.44,8.60,21.00,,1.23,1.68,3.07,19.50,29.00,
serbia-qatar-Qkd1WrGp,11 Nov 2021,1.40,4.69,7.88,2.08,1.72,1.05,1.26,1.81,3.04,5.49,11.74,23.00,10.87,3.79,2.01,1.38,1.14,1.04,1.01,7.83,3.80,2.09,1.09,1.02,,6.13,4.15,3.48,7.75,21.00,,1.23,1.65,2.90,18.50,41.00,
portugal-qatar-65FUy5hN,09 Oct 2021,1.18,7.33,14.50,2.13,1.69,1.02,1.14,1.49,2.20,3.69,6.65,12.90,18.50,5.48,2.64,1.67,1.26,1.10,1.04,4.10,2.33,1.52,1.04,-,,4.81,3.92,4.10,15.00,-,,1.52,2.35,4.91,37.00,-,
czech-republic-ukraine-p0td3q3A,08 Sep 2021,2.41,3.17,3.15,1.86,1.91,1.08,1.38,2.19,3.93,8.20,17.10,,8.23,3.07,1.69,1.25,1.08,1.02,,29.00,11.50,4.90,1.35,1.09,1.01,17.00,6.73,3.89,4.53,9.50,17.00,1.04,1.14,1.54,6.78,17.00,29.00
bulgaria-georgia-dvYD1WKr,08 Sep 2021,2.46,2.96,3.23,2.18,1.66,1.11,1.56,2.71,5.45,11.70,25.00,,6.57,2.43,1.46,1.15,1.04,1.01,,34.00,13.50,5.36,1.33,1.09,1.01,19.00,7.00,3.73,4.36,10.00,21.00,1.03,1.12,1.53,7.65,21.00,29.00
sweden-uzbekistan-QwYhC6Vn,05 Sep 2021,1.59,3.87,6.22,2.09,1.72,1.07,1.36,2.10,3.73,7.33,16.10,26.00,9.18,3.19,1.76,1.28,1.09,1.02,1.01,13.10,5.45,2.69,1.13,1.03,,7.40,4.70,3.30,6.00,17.00,,1.12,1.40,2.33,13.90,44.00,
qatar-portugal-YiHMwRNA,04 Sep 2021,7.68,5.14,1.38,1.86,1.91,1.03,1.19,1.62,2.51,4.39,8.40,17.05,12.99,4.60,2.32,1.53,1.21,1.08,1.02,,44.00,18.50,3.07,1.76,1.27,,23.00,8.35,3.71,4.13,5.93,,1.02,1.09,1.95,3.36,6.62
qatar-serbia-ht0Pv784,01 Sep 2021,3.44,3.34,2.21,1.95,1.82,1.08,1.42,2.28,4.22,8.77,16.77,,8.14,2.85,1.64,1.22,1.07,1.02,,29.00,20.00,7.48,1.60,1.17,1.04,19.00,10.25,4.71,3.70,6.44,15.00,1.01,1.07,1.31,4.47,10.63,28.50
switzerland-greece-lO56NNXn,01 Sep 2021,1.80,3.48,4.85,1.97,1.80,1.07,1.36,2.14,3.84,7.65,16.27,,8.56,3.15,1.71,1.26,1.08,1.02,,18.00,6.96,3.24,1.18,1.04,,10.25,5.24,3.43,5.84,14.50,,1.08,1.29,1.96,11.30,31.50,
finland-wales-MRjBzeeU,01 Sep 2021,2.91,3.00,2.71,2.17,1.66,1.11,1.55,2.70,5.38,11.83,26.00,,6.36,2.45,1.47,1.15,1.04,1.01,,29.00,17.50,6.72,1.44,1.09,1.03,17.00,8.75,4.13,3.98,7.37,21.00,1.01,1.09,1.38,6.09,14.33,41.00
germany-latvia-bXc9m8s4,07 Jun 2021,1.02,20.98,39.64,3.07,1.38,1.01,1.03,1.13,1.36,1.82,2.66,4.41,22.33,14.00,5.77,3.14,1.99,1.47,1.21,1.56,1.23,1.05,,,,4.94,6.38,11.00,,,,3.75,7.65,18.50,,,
ukraine-cyprus-fLjcrrRp,07 Jun 2021,1.24,5.92,13.98,2.55,1.49,1.04,1.27,1.83,3.08,5.73,11.67,26.00,11.40,3.70,2.00,1.37,1.13,1.05,1.01,6.00,2.98,1.73,1.03,-,,5.30,3.78,3.57,15.50,-,,1.34,1.96,4.05,37.50,-,
serbia-jamaica-0lC10HVG,07 Jun 2021,1.53,3.95,7.13,2.01,1.75,1.06,1.31,2.00,3.44,6.57,12.70,26.00,9.70,3.41,1.83,1.31,1.11,1.03,1.01,10.63,4.87,2.48,1.10,1.03,,7.00,4.38,3.31,7.50,19.00,,1.14,1.45,2.48,16.00,41.00,
belgium-croatia-6ibMRmO5,06 Jun 2021,1.82,3.50,4.79,1.80,1.97,1.06,1.29,1.95,3.28,6.28,13.55,26.00,9.71,3.59,1.87,1.34,1.12,1.03,1.01,16.60,6.52,3.14,1.17,1.03,-,10.00,5.18,3.45,6.08,15.00,-,1.08,1.30,1.96,10.80,31.50,-
denmark-bosnia-herzegovina-jBC78GJm,06 Jun 2021,1.36,4.75,9.83,2.48,1.52,1.06,1.35,2.10,3.81,7.43,16.00,,9.10,3.20,1.75,1.26,1.08,1.02,,8.73,3.97,2.08,1.06,1.01,,6.15,3.92,3.32,9.23,26.00,,1.21,1.66,3.12,26.67,71.00,
finland-estonia-U1XtNFYt,04 Jun 2021,1.48,4.18,7.52,2.44,1.54,1.08,1.41,2.26,4.26,8.61,18.90,-,8.17,2.90,1.65,1.22,1.06,1.02,-,11.45,4.89,2.40,1.08,1.02,,7.30,4.24,3.22,7.63,21.00,,1.14,1.49,2.60,19.10,55.00,
belgium-greece-SUQ5STq1,03 Jun 2021,1.36,4.91,9.01,2.08,1.72,1.04,1.25,1.79,2.98,5.56,11.11,24.50,11.35,3.91,2.04,1.39,1.14,1.05,1.01,7.55,3.63,2.02,1.07,1.02,,6.13,4.04,3.47,8.90,23.00,,1.23,1.70,3.12,22.67,54.00,
ukraine-northern-ireland-4jYm55Yc,03 Jun 2021,1.61,3.52,6.76,2.37,1.56,1.10,1.48,2.47,4.73,9.99,18.50,,7.14,2.66,1.55,1.19,1.06,1.02,,14.20,6.08,2.80,1.10,1.02,,8.50,4.57,3.22,7.00,20.00,,1.10,1.38,2.27,17.27,55.00,
turkey-moldova-dWTzCIFO,03 Jun 2021,1.13,8.33,23.94,2.71,1.45,1.02,1.15,1.51,2.30,3.89,7.17,17.33,16.02,5.20,2.55,1.63,1.25,1.09,1.02,3.57,2.10,1.40,1.01,,,4.52,3.85,4.34,17.00,,,1.66,2.72,6.18,40.00,,
switzerland-liechtenstein-Ao21BRxs,03 Jun 2021,1.04,15.27,34.56,2.92,1.40,1.01,1.06,1.23,1.59,2.31,3.72,6.62,23.33,9.18,4.21,2.35,1.61,1.27,1.11,2.01,1.42,1.14,,,,4.37,4.83,6.76,,,,2.61,4.96,11.70,,,
france-wales-CMOcnrp8,02 Jun 2021,1.36,4.75,10.30,2.44,1.54,1.06,1.33,2.04,3.57,6.89,13.80,-,9.47,3.33,1.79,1.29,1.10,1.02,-,8.04,3.84,2.05,1.05,1.02,,6.05,3.99,3.33,10.03,26.00,,1.22,1.68,3.18,27.33,51.00,
england-austria-GStL70h6,02 Jun 2021,1.49,4.34,6.94,1.95,1.82,1.04,1.27,1.86,3.16,5.92,12.36,26.00,10.69,3.74,1.97,1.36,1.13,1.04,1.01,10.00,4.53,2.35,1.10,1.03,,7.13,4.27,3.48,7.37,19.00,,1.16,1.51,2.56,15.33,41.00,
germany-denmark-KE2gxXLf,02 Jun 2021,2.08,3.50,3.61,1.68,2.14,1.05,1.27,1.88,3.15,5.88,11.95,26.00,10.50,3.79,1.94,1.36,1.13,1.04,1.01,22.00,8.18,3.78,1.27,1.07,1.01,12.25,5.77,3.78,4.98,10.75,17.00,1.06,1.22,1.71,7.42,19.50,26.00
netherlands-scotland-viiAJjDi,02 Jun 2021,1.47,4.34,7.44,2.09,1.71,1.05,1.31,1.98,3.43,6.51,13.55,-,9.86,3.46,1.84,1.31,1.11,1.03,-,9.61,4.52,2.32,1.09,1.02,,6.57,4.31,3.32,7.57,21.00,,1.17,1.52,2.66,17.33,44.00,
switzerland-finland-tOerEJbP,31 Mar 2021,1.41,4.49,8.79,1.94,1.80,1.04,1.23,1.74,2.82,5.19,9.67,19.80,10.68,4.05,2.11,1.42,1.15,1.05,1.02,7.50,3.67,2.09,1.07,1.02,,5.93,4.19,3.50,9.00,23.00,,1.23,1.65,2.82,19.50,51.00,
sweden-estonia-AZesabMk,31 Mar 2021,1.16,7.51,17.32,2.34,1.54,1.02,1.14,1.49,2.27,3.76,6.28,12.50,16.50,4.99,2.54,1.64,1.25,1.09,1.03,4.20,2.27,1.51,1.02,,,4.94,3.90,4.10,11.90,,,1.55,2.42,5.10,30.50,,
panama-serbia-pxEGYX5G,29 Jan 2021,3.52,3.17,2.14,1.80,1.97,1.06,1.33,2.05,3.47,6.67,13.25,,7.85,3.24,1.76,1.30,1.09,1.02,,29.00,17.00,7.60,1.72,1.22,1.03,19.00,10.00,5.05,3.78,6.25,11.00,1.01,1.03,1.31,4.00,8.30,19.00
dominican-republic-serbia-G259Ukvm,25 Jan 2021,19.00,6.05,1.18,2.22,1.60,1.02,1.14,1.51,2.28,3.78,6.50,,13.50,4.88,2.41,1.61,1.24,1.10,,,,,,,,,,,,,,,,,,,
england-ireland-riAlVBjT,12 Nov 2020,1.45,4.30,7.98,2.19,1.65,1.06,1.32,1.99,3.48,6.83,14.02,26.00,9.42,3.34,1.83,1.30,1.10,1.03,1.01,10.00,4.50,2.32,1.08,-,,7.00,4.28,3.35,8.70,-,,1.16,1.55,2.73,23.50,-,
wales-usa-6NUTkaNF,12 Nov 2020,2.82,3.11,2.66,1.89,1.86,1.08,1.41,2.26,4.13,8.47,18.33,,7.45,2.85,1.64,1.22,1.07,1.02,,46.00,15.00,5.63,1.44,1.11,1.01,19.00,8.00,4.12,4.17,7.55,20.00,1.01,1.11,1.44,5.63,14.50,46.00
moldova-russia-bHZuU97i,12 Nov 2020,17.05,6.75,1.18,2.48,1.51,1.03,1.18,1.58,2.48,4.37,8.06,16.55,12.80,4.61,2.34,1.53,1.20,1.07,1.02,,,43.00,4.75,2.27,1.42,,,12.30,3.98,3.77,4.80,,,1.02,1.50,2.39,4.60
france-finland-I9lXwvCU,11 Nov 2020,1.15,7.77,19.17,2.50,1.51,1.02,1.16,1.51,2.30,3.96,7.76,16.03,16.27,5.15,2.51,1.60,1.24,1.09,1.03,3.85,2.16,1.41,1.01,,,4.60,3.92,4.35,13.90,,,1.61,2.55,5.48,48.00,,
belgium-switzerland-nFshTaf3,11 Nov 2020,2.10,3.51,3.45,1.64,2.19,1.04,1.24,1.80,2.92,5.37,10.93,23.00,11.02,3.97,2.02,1.39,1.14,1.05,1.01,23.00,8.20,3.77,1.29,1.07,,12.50,5.83,3.95,5.05,10.00,,1.05,1.21,1.69,7.15,19.00,
germany-czech-republic-vPU7bzDr,11 Nov 2020,1.51,4.57,5.79,1.54,2.42,1.02,1.13,1.44,2.09,3.51,6.20,13.07,17.50,5.74,2.76,1.73,1.29,1.11,1.04,9.00,4.00,2.25,1.13,1.02,,7.50,4.63,3.85,7.05,16.00,,1.17,1.55,2.46,11.75,34.00,
italy-estonia-EZvMLEi1,11 Nov 2020,1.09,10.39,25.27,2.35,1.56,1.02,1.08,1.30,1.76,2.74,4.63,8.82,18.67,7.64,3.44,2.02,1.43,1.18,1.08,2.75,1.73,1.25,,,,4.43,4.15,5.10,,,,1.90,3.30,7.35,,,
netherlands-spain-YTpE6bR6,11 Nov 2020,3.05,3.31,2.38,1.73,2.05,1.06,1.30,1.95,3.38,6.52,14.03,-,8.98,3.47,1.86,1.31,1.10,1.03,-,-,17.00,6.38,1.54,1.15,1.03,-,9.00,4.60,4.03,6.50,16.00,-,1.09,1.35,4.63,11.00,31.00
poland-ukraine-MgsA7vC0,11 Nov 2020,2.54,3.29,2.81,1.81,1.94,1.07,1.34,2.08,3.69,7.59,16.02,,8.72,3.21,1.75,1.27,1.09,1.02,,41.00,12.50,5.10,1.40,1.11,1.01,18.00,6.95,4.08,4.40,8.00,18.00,1.02,1.13,1.48,5.68,14.00,41.00
portugal-andorra-GGroylhs,11 Nov 2020,1.01,17.74,50.67,4.45,1.19,1.01,1.02,1.10,1.29,1.65,2.34,3.64,19.67,16.10,6.65,3.51,2.18,1.57,1.28,1.37,1.18,1.05,,,,5.40,6.20,8.00,,,,4.60,8.00,19.00,,,
slovenia-azerbaijan-pK6OEWx2,11 Nov 2020,1.51,3.94,7.22,2.40,1.54,1.08,1.42,2.29,4.21,8.63,17.23,,7.66,2.80,1.61,1.21,1.06,1.02,,13.00,5.20,2.50,1.08,,,8.00,4.30,3.25,7.20,,,1.10,1.42,2.46,20.00,,
luxembourg-austria-CUAjyfil,11 Nov 2020,9.29,4.84,1.35,1.86,1.87,1.02,1.18,1.58,2.46,4.33,8.21,17.65,13.78,4.65,2.35,1.53,1.21,1.08,1.02,,,21.50,3.12,1.78,1.24,,,9.15,3.68,4.10,5.80,,,1.05,1.89,3.18,6.75
denmark-sweden-Uk7DDTpR,11 Nov 2020,2.33,3.17,3.23,1.97,1.79,1.08,1.41,2.28,4.20,8.54,20.00,,7.16,2.82,1.63,1.21,1.06,1.02,,36.00,11.50,4.61,1.35,1.07,1.01,16.00,6.50,3.90,4.43,10.00,20.00,1.02,1.15,1.55,6.73,21.00,46.00
turkey-croatia-4MQYQlCq,11 Nov 2020,2.86,3.30,2.48,1.75,2.01,1.05,1.31,2.00,3.47,6.70,15.83,,8.69,3.38,1.83,1.29,1.10,1.02,,51.00,17.00,6.05,1.50,1.14,1.02,21.00,9.00,4.55,4.07,6.85,16.00,1.01,1.09,1.37,4.88,11.75,34.00
romania-belarus-hUVBM6Ns,11 Nov 2020,1.74,3.40,5.29,2.05,1.72,1.07,1.37,2.18,3.91,7.93,18.33,,8.15,3.00,1.68,1.24,1.07,1.02,,19.00,6.95,3.12,1.15,1.02,,10.50,5.00,3.47,6.05,17.00,,1.07,1.29,2.02,13.00,46.00,
albania-kosovo-reW711ol,11 Nov 2020,2.72,2.89,2.89,2.21,1.62,1.12,1.56,2.75,5.37,12.18,26.00,,6.07,2.35,1.44,1.14,1.02,1.01,,41.00,16.50,6.08,1.37,1.08,,18.00,7.55,4.02,4.18,8.50,,1.01,1.09,1.41,6.40,18.00,
england-wales-YuJ6LSAe,08 Oct 2020,1.46,4.17,8.24,2.50,1.50,1.07,1.42,2.32,4.25,8.45,14.57,-,7.83,2.80,1.62,1.21,1.06,1.02,-,12.00,4.80,2.40,1.07,,,7.50,4.22,3.20,8.65,,,1.13,1.53,2.77,27.00,,
belgium-ivory-coast-Iq5kfbj4,08 Oct 2020,1.71,4.06,4.39,1.55,2.36,1.02,1.16,1.54,2.33,3.96,7.27,16.20,14.51,4.94,2.45,1.58,1.23,1.08,1.02,13.00,5.40,2.75,1.19,1.04,,9.00,5.03,3.82,6.30,11.50,,1.10,1.40,2.11,10.00,24.50,
russia-sweden-xWAPPVVO,08 Oct 2020,1.97,3.48,3.92,1.88,1.86,1.06,1.35,2.10,3.67,7.18,14.98,,8.04,3.14,1.74,1.27,1.08,1.02,,21.00,8.25,3.57,1.23,1.05,,11.50,5.58,3.65,5.40,10.95,,1.06,1.25,1.81,9.45,27.00,
france-ukraine-CAGnsQCn,07 Oct 2020,1.29,5.53,10.73,2.11,1.68,1.02,1.20,1.63,2.59,4.56,8.62,19.34,13.45,4.46,2.27,1.49,1.19,1.07,1.02,5.75,2.98,1.74,1.05,,,5.50,4.00,3.90,10.60,,,1.33,1.92,3.75,28.50,,
germany-turkey-CxyjRTGP,07 Oct 2020,1.33,5.21,9.76,1.93,1.82,1.02,1.19,1.60,2.46,4.35,8.02,17.27,13.71,4.55,2.36,1.53,1.20,1.07,1.02,6.50,3.15,1.86,1.05,,,5.80,4.10,3.77,10.00,,,1.28,1.84,3.32,25.50,,
italy-moldova-W67NvhQC,07 Oct 2020,1.04,13.72,41.33,3.13,1.34,1.01,1.07,1.25,1.64,2.41,3.91,6.75,23.00,8.48,3.81,2.22,1.54,1.24,1.10,2.04,1.43,1.15,,,,4.40,4.70,6.65,,,,2.49,4.65,10.90,,,
austria-greece-C2pA2eIJ,07 Oct 2020,1.88,3.48,4.25,1.90,1.83,1.07,1.34,2.07,3.67,7.23,14.00,,8.44,3.17,1.75,1.27,1.08,1.02,,21.00,7.40,3.40,1.20,1.04,,11.00,5.40,3.62,5.70,11.50,,1.06,1.28,1.88,10.75,29.50,
